clip_id,variant_id,duration_ms,snr_db,audio_path,ground_truth,dataset,group_id,sr,rms,container_duration_ms,noise_amplitude,normalization
esc50_5-223099-A-32_043_1000ms,esc50_5-223099-A-32_043_1000ms_dur1000ms_snr+20dB,1000,20,data/processed/experimental_variants/audio/train/esc50_5-223099-A-32_043_1000ms_dur1000ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0189125302080323,2000,0.0001,peak
voxconverse_jsmbi_020_1000ms,voxconverse_jsmbi_020_1000ms_dur1000ms_snr+10dB,1000,10,data/processed/experimental_variants/audio/train/voxconverse_jsmbi_020_1000ms_dur1000ms_snr+10dB.wav,SPEECH,voxconverse,jsmbi,16000,0.0909867381854169,2000,0.0001,peak
voxconverse_hkzpa_036_1000ms,voxconverse_hkzpa_036_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/voxconverse_hkzpa_036_1000ms_dur100ms_snr-10dB.wav,SPEECH,voxconverse,hkzpa,16000,0.076082378477639,2000,0.0001,peak
voxconverse_qzwxa_061_1000ms,voxconverse_qzwxa_061_1000ms_dur100ms_snr+10dB,100,10,data/processed/experimental_variants/audio/train/voxconverse_qzwxa_061_1000ms_dur100ms_snr+10dB.wav,SPEECH,voxconverse,qzwxa,16000,0.0234466612292066,2000,0.0001,peak
esc50_2-83270-A-13_033_1000ms,esc50_2-83270-A-13_033_1000ms_dur40ms_snr-5dB,40,-5,data/processed/experimental_variants/audio/train/esc50_2-83270-A-13_033_1000ms_dur40ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0723409660583921,2000,0.0001,peak
esc50_1-103995-A-30_008_1000ms,esc50_1-103995-A-30_008_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/esc50_1-103995-A-30_008_1000ms_dur60ms_snr+20dB.wav,NONSPEECH,esc50,,16000,9.811865803195492e-05,2000,0.0001,peak
voxconverse_jyflp_042_1000ms,voxconverse_jyflp_042_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/voxconverse_jyflp_042_1000ms_dur60ms_snr-5dB.wav,SPEECH,voxconverse,jyflp,16000,0.0581823981121278,2000,0.0001,peak
esc50_2-158746-B-2_053_1000ms,esc50_2-158746-B-2_053_1000ms_dur1000ms_snr+10dB,1000,10,data/processed/experimental_variants/audio/train/esc50_2-158746-B-2_053_1000ms_dur1000ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0555501775475725,2000,0.0001,peak
voxconverse_kkwkn_068_1000ms,voxconverse_kkwkn_068_1000ms_dur100ms_snr-10dB,100,-10,data/processed/experimental_variants/audio/train/voxconverse_kkwkn_068_1000ms_dur100ms_snr-10dB.wav,SPEECH,voxconverse,kkwkn,16000,0.0121278040524508,2000,0.0001,peak
esc50_3-119120-D-48_007_1000ms,esc50_3-119120-D-48_007_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/esc50_3-119120-D-48_007_1000ms_dur100ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.00182869325795,2000,0.0001,peak
voxconverse_qjgpl_005_1000ms,voxconverse_qjgpl_005_1000ms_dur80ms_snr-10dB,80,-10,data/processed/experimental_variants/audio/train/voxconverse_qjgpl_005_1000ms_dur80ms_snr-10dB.wav,SPEECH,voxconverse,qjgpl,16000,0.0681134494741322,2000,0.0001,peak
voxconverse_odkzj_067_1000ms,voxconverse_odkzj_067_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/voxconverse_odkzj_067_1000ms_dur1000ms_snr-10dB.wav,SPEECH,voxconverse,odkzj,16000,0.1953529156180072,2000,0.0001,peak
esc50_2-37806-D-40_075_1000ms,esc50_2-37806-D-40_075_1000ms_dur80ms_snr+5dB,80,5,data/processed/experimental_variants/audio/train/esc50_2-37806-D-40_075_1000ms_dur80ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0269461326908523,2000,0.0001,peak
voxconverse_ylnza_055_1000ms,voxconverse_ylnza_055_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/voxconverse_ylnza_055_1000ms_dur60ms_snr+5dB.wav,SPEECH,voxconverse,ylnza,16000,0.0190313020582546,2000,0.0001,peak
esc50_5-201274-A-21_051_1000ms,esc50_5-201274-A-21_051_1000ms_dur200ms_snr-5dB,200,-5,data/processed/experimental_variants/audio/train/esc50_5-201274-A-21_051_1000ms_dur200ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0065177406655395,2000,0.0001,peak
esc50_3-62878-A-42_018_1000ms,esc50_3-62878-A-42_018_1000ms_dur60ms_snr-10dB,60,-10,data/processed/experimental_variants/audio/train/esc50_3-62878-A-42_018_1000ms_dur60ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.1860435314790775,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur1000ms_snr+0dB.wav,SPEECH,voxconverse,hqyok,16000,0.1304662374862869,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur20ms_snr+5dB,20,5,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur20ms_snr+5dB.wav,SPEECH,voxconverse,rcxzg,16000,0.027718264573268,2000,0.0001,peak
voxconverse_ylnza_055_1000ms,voxconverse_ylnza_055_1000ms_dur40ms_snr+20dB,40,20,data/processed/experimental_variants/audio/train/voxconverse_ylnza_055_1000ms_dur40ms_snr+20dB.wav,SPEECH,voxconverse,ylnza,16000,0.0124301046254146,2000,0.0001,peak
esc50_2-68595-B-15_030_1000ms,esc50_2-68595-B-15_030_1000ms_dur200ms_snr+5dB,200,5,data/processed/experimental_variants/audio/train/esc50_2-68595-B-15_030_1000ms_dur200ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0055599421553382,2000,0.0001,peak
voxconverse_goyli_032_1000ms,voxconverse_goyli_032_1000ms_dur80ms_snr+0dB,80,0,data/processed/experimental_variants/audio/train/voxconverse_goyli_032_1000ms_dur80ms_snr+0dB.wav,SPEECH,voxconverse,goyli,16000,0.0158800178365543,2000,0.0001,peak
esc50_5-182012-A-36_014_1000ms,esc50_5-182012-A-36_014_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/esc50_5-182012-A-36_014_1000ms_dur80ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0354512030453221,2000,0.0001,peak
voxconverse_iqbww_050_1000ms,voxconverse_iqbww_050_1000ms_dur200ms_snr+0dB,200,0,data/processed/experimental_variants/audio/train/voxconverse_iqbww_050_1000ms_dur200ms_snr+0dB.wav,SPEECH,voxconverse,iqbww,16000,0.0851674597022745,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur500ms_snr+0dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0520034467480974,2000,0.0001,peak
esc50_3-142593-A-38_059_1000ms,esc50_3-142593-A-38_059_1000ms_dur20ms_snr-5dB,20,-5,data/processed/experimental_variants/audio/train/esc50_3-142593-A-38_059_1000ms_dur20ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.0008218410887274,2000,0.0001,peak
esc50_2-158746-B-2_053_1000ms,esc50_2-158746-B-2_053_1000ms_dur80ms_snr-5dB,80,-5,data/processed/experimental_variants/audio/train/esc50_2-158746-B-2_053_1000ms_dur80ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.013779367828132,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur100ms_snr+20dB.wav,SPEECH,voxconverse,hqyok,16000,0.0272179468344639,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur1000ms_snr+0dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0791520793408348,2000,0.0001,peak
esc50_4-175000-B-40_062_1000ms,esc50_4-175000-B-40_062_1000ms_dur20ms_snr+0dB,20,0,data/processed/experimental_variants/audio/train/esc50_4-175000-B-40_062_1000ms_dur20ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.008315630255895,2000,0.0001,peak
esc50_2-68595-B-15_030_1000ms,esc50_2-68595-B-15_030_1000ms_dur80ms_snr+20dB,80,20,data/processed/experimental_variants/audio/train/esc50_2-68595-B-15_030_1000ms_dur80ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0024005808325578,2000,0.0001,peak
esc50_5-160614-F-48_024_1000ms,esc50_5-160614-F-48_024_1000ms_dur500ms_snr-10dB,500,-10,data/processed/experimental_variants/audio/train/esc50_5-160614-F-48_024_1000ms_dur500ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.028427406469206,2000,0.0001,peak
esc50_3-172179-A-31_041_1000ms,esc50_3-172179-A-31_041_1000ms_dur40ms_snr-5dB,40,-5,data/processed/experimental_variants/audio/train/esc50_3-172179-A-31_041_1000ms_dur40ms_snr-5dB.wav,NONSPEECH,esc50,,16000,0.001820298060058,2000,0.0001,peak
esc50_4-175000-B-40_062_1000ms,esc50_4-175000-B-40_062_1000ms_dur100ms_snr+0dB,100,0,data/processed/experimental_variants/audio/train/esc50_4-175000-B-40_062_1000ms_dur100ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.051087852782871,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur60ms_snr+0dB,60,0,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur60ms_snr+0dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0195602273262073,2000,0.0001,peak
voxconverse_udjij_012_1000ms,voxconverse_udjij_012_1000ms_dur40ms_snr-5dB,40,-5,data/processed/experimental_variants/audio/train/voxconverse_udjij_012_1000ms_dur40ms_snr-5dB.wav,SPEECH,voxconverse,udjij,16000,0.0635824118124272,2000,0.0001,peak
voxconverse_hqyok_065_1000ms,voxconverse_hqyok_065_1000ms_dur60ms_snr+10dB,60,10,data/processed/experimental_variants/audio/train/voxconverse_hqyok_065_1000ms_dur60ms_snr+10dB.wav,SPEECH,voxconverse,hqyok,16000,0.0230105528560364,2000,0.0001,peak
voxconverse_jsmbi_020_1000ms,voxconverse_jsmbi_020_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/voxconverse_jsmbi_020_1000ms_dur60ms_snr+20dB.wav,SPEECH,voxconverse,jsmbi,16000,0.0129631638041391,2000,0.0001,peak
esc50_2-37806-D-40_075_1000ms,esc50_2-37806-D-40_075_1000ms_dur100ms_snr+0dB,100,0,data/processed/experimental_variants/audio/train/esc50_2-37806-D-40_075_1000ms_dur100ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0361720190182069,2000,0.0001,peak
voxconverse_tlprc_038_1000ms,voxconverse_tlprc_038_1000ms_dur60ms_snr+0dB,60,0,data/processed/experimental_variants/audio/train/voxconverse_tlprc_038_1000ms_dur60ms_snr+0dB.wav,SPEECH,voxconverse,tlprc,16000,0.0048646046026392,2000,0.0001,peak
voxconverse_hkzpa_036_1000ms,voxconverse_hkzpa_036_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/voxconverse_hkzpa_036_1000ms_dur1000ms_snr+0dB.wav,SPEECH,voxconverse,hkzpa,16000,0.1154063944277481,2000,0.0001,peak
esc50_2-71162-A-1_054_1000ms,esc50_2-71162-A-1_054_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/esc50_2-71162-A-1_054_1000ms_dur200ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0143636160461412,2000,0.0001,peak
esc50_2-158746-B-2_053_1000ms,esc50_2-158746-B-2_053_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/esc50_2-158746-B-2_053_1000ms_dur80ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0070832426312747,2000,0.0001,peak
esc50_4-175000-B-40_062_1000ms,esc50_4-175000-B-40_062_1000ms_dur80ms_snr+20dB,80,20,data/processed/experimental_variants/audio/train/esc50_4-175000-B-40_062_1000ms_dur80ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0288602471615532,2000,0.0001,peak
esc50_1-65483-A-13_031_1000ms,esc50_1-65483-A-13_031_1000ms_dur20ms_snr+5dB,20,5,data/processed/experimental_variants/audio/train/esc50_1-65483-A-13_031_1000ms_dur20ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0105684073006653,2000,0.0001,peak
voxconverse_atgpi_045_1000ms,voxconverse_atgpi_045_1000ms_dur20ms_snr+5dB,20,5,data/processed/experimental_variants/audio/train/voxconverse_atgpi_045_1000ms_dur20ms_snr+5dB.wav,SPEECH,voxconverse,atgpi,16000,0.0131070870960862,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur200ms_snr+20dB,200,20,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur200ms_snr+20dB.wav,SPEECH,voxconverse,zrlyl,16000,0.0300982913189211,2000,0.0001,peak
esc50_3-216281-A-39_001_1000ms,esc50_3-216281-A-39_001_1000ms_dur100ms_snr+20dB,100,20,data/processed/experimental_variants/audio/train/esc50_3-216281-A-39_001_1000ms_dur100ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0008748874733925,2000,0.0001,peak
voxconverse_rcxzg_031_1000ms,voxconverse_rcxzg_031_1000ms_dur200ms_snr+10dB,200,10,data/processed/experimental_variants/audio/train/voxconverse_rcxzg_031_1000ms_dur200ms_snr+10dB.wav,SPEECH,voxconverse,rcxzg,16000,0.0563247327934106,2000,0.0001,peak
esc50_1-103995-A-30_008_1000ms,esc50_1-103995-A-30_008_1000ms_dur60ms_snr+5dB,60,5,data/processed/experimental_variants/audio/train/esc50_1-103995-A-30_008_1000ms_dur60ms_snr+5dB.wav,NONSPEECH,esc50,,16000,0.0001127863740143,2000,0.0001,peak
voxconverse_zrlyl_018_1000ms,voxconverse_zrlyl_018_1000ms_dur40ms_snr+10dB,40,10,data/processed/experimental_variants/audio/train/voxconverse_zrlyl_018_1000ms_dur40ms_snr+10dB.wav,SPEECH,voxconverse,zrlyl,16000,0.0041843987131857,2000,0.0001,peak
esc50_2-68595-B-15_030_1000ms,esc50_2-68595-B-15_030_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/esc50_2-68595-B-15_030_1000ms_dur80ms_snr+10dB.wav,NONSPEECH,esc50,,16000,0.0025042259972447,2000,0.0001,peak
esc50_5-202220-A-21_040_1000ms,esc50_5-202220-A-21_040_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/esc50_5-202220-A-21_040_1000ms_dur500ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0709821934249996,2000,0.0001,peak
voxconverse_ysgbf_041_1000ms,voxconverse_ysgbf_041_1000ms_dur20ms_snr+10dB,20,10,data/processed/experimental_variants/audio/train/voxconverse_ysgbf_041_1000ms_dur20ms_snr+10dB.wav,SPEECH,voxconverse,ysgbf,16000,0.0177392387592773,2000,0.0001,peak
esc50_5-157204-B-16_027_1000ms,esc50_5-157204-B-16_027_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/esc50_5-157204-B-16_027_1000ms_dur1000ms_snr-10dB.wav,NONSPEECH,esc50,,16000,0.414523716191692,2000,0.0001,peak
voxconverse_tlprc_038_1000ms,voxconverse_tlprc_038_1000ms_dur1000ms_snr+0dB,1000,0,data/processed/experimental_variants/audio/train/voxconverse_tlprc_038_1000ms_dur1000ms_snr+0dB.wav,SPEECH,voxconverse,tlprc,16000,0.1064585035053966,2000,0.0001,peak
voxconverse_jhdav_051_1000ms,voxconverse_jhdav_051_1000ms_dur200ms_snr-5dB,200,-5,data/processed/experimental_variants/audio/train/voxconverse_jhdav_051_1000ms_dur200ms_snr-5dB.wav,SPEECH,voxconverse,jhdav,16000,0.0191098690858458,2000,0.0001,peak
voxconverse_jhdav_051_1000ms,voxconverse_jhdav_051_1000ms_dur200ms_snr+5dB,200,5,data/processed/experimental_variants/audio/train/voxconverse_jhdav_051_1000ms_dur200ms_snr+5dB.wav,SPEECH,voxconverse,jhdav,16000,0.010801505023434,2000,0.0001,peak
voxconverse_ypwjd_011_1000ms,voxconverse_ypwjd_011_1000ms_dur80ms_snr+10dB,80,10,data/processed/experimental_variants/audio/train/voxconverse_ypwjd_011_1000ms_dur80ms_snr+10dB.wav,SPEECH,voxconverse,ypwjd,16000,0.0169069270487551,2000,0.0001,peak
esc50_1-31251-A-6_034_1000ms,esc50_1-31251-A-6_034_1000ms_dur40ms_snr+0dB,40,0,data/processed/experimental_variants/audio/train/esc50_1-31251-A-6_034_1000ms_dur40ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0072286818693101,2000,0.0001,peak
voxconverse_jyflp_042_1000ms,voxconverse_jyflp_042_1000ms_dur500ms_snr+5dB,500,5,data/processed/experimental_variants/audio/train/voxconverse_jyflp_042_1000ms_dur500ms_snr+5dB.wav,SPEECH,voxconverse,jyflp,16000,0.0663665023895382,2000,0.0001,peak
esc50_4-172500-C-27_019_1000ms,esc50_4-172500-C-27_019_1000ms_dur60ms_snr+20dB,60,20,data/processed/experimental_variants/audio/train/esc50_4-172500-C-27_019_1000ms_dur60ms_snr+20dB.wav,NONSPEECH,esc50,,16000,0.0124280544777306,2000,0.0001,peak
voxconverse_ppgjx_035_1000ms,voxconverse_ppgjx_035_1000ms_dur500ms_snr+10dB,500,10,data/processed/experimental_variants/audio/train/voxconverse_ppgjx_035_1000ms_dur500ms_snr+10dB.wav,SPEECH,voxconverse,ppgjx,16000,0.0344695126356797,2000,0.0001,peak
voxconverse_oxxwk_033_1000ms,voxconverse_oxxwk_033_1000ms_dur60ms_snr-5dB,60,-5,data/processed/experimental_variants/audio/train/voxconverse_oxxwk_033_1000ms_dur60ms_snr-5dB.wav,SPEECH,voxconverse,oxxwk,16000,0.0167375326443947,2000,0.0001,peak
esc50_4-168868-A-17_042_1000ms,esc50_4-168868-A-17_042_1000ms_dur500ms_snr+0dB,500,0,data/processed/experimental_variants/audio/train/esc50_4-168868-A-17_042_1000ms_dur500ms_snr+0dB.wav,NONSPEECH,esc50,,16000,0.0528418636065215,2000,0.0001,peak
voxconverse_jsmbi_020_1000ms,voxconverse_jsmbi_020_1000ms_dur60ms_snr+0dB,60,0,data/processed/experimental_variants/audio/train/voxconverse_jsmbi_020_1000ms_dur60ms_snr+0dB.wav,SPEECH,voxconverse,jsmbi,16000,0.0183116649872471,2000,0.0001,peak
voxconverse_udjij_012_1000ms,voxconverse_udjij_012_1000ms_dur1000ms_snr-10dB,1000,-10,data/processed/experimental_variants/audio/train/voxconverse_udjij_012_1000ms_dur1000ms_snr-10dB.wav,SPEECH,voxconverse,udjij,16000,0.3837087459043718,2000,0.0001,peak
